Chromosome	Start	Stop	Name	Size	Orientation	RefSeq	FlyBase	CStart	CStop	NumExons
chr2L	6671064	6673347	Spn27A	2283	-	NM_001273214	n/a	6671831	6673175	1
chr2L	7581923	7583333	Spn28B	1410	+	NM_135284	CG6717	7581934	7583233	4
chr2L	7887692	7889129	Spn28Da	1437	-	NM_001042880	CG31902	7887790	7889112	4
chr2L	7889287	7890594	Spn28Db	1307	-	NM_175981	CG33121	7889370	7890530	3
chr2L	8004547	8007210	Spn28Dc	2663	-	NM_135328	CG7219	8004650	8007132	2
chr2L	8240413	8241800	Spn28F	1387	-	NM_080218	CG8137	8240464	8241766	4
chr2L	10060815	10063925	Spn31A	3110	+	NM_135497	CG4804	10062571	10063837	4
chr2L	20836620	20837985	Spn38F	1365	-	NM_001299183	n/a	20836688	20837974	4
chr2R	2763410	2766432	Spn42Da	3022	-	NM_206034	CG9453	2763501	2766374	4
chr2R	2766789	2768275	Spn42Db	1486	-	NM_136400	CG9454	2766822	2768220	3
chr2R	2768499	2770912	Spn42Dc	2413	+	NM_001259225	n/a	2769267	2770618	4
chr2R	2770784	2772378	Spn42Dd	1594	+	NM_001169596	n/a	2770834	2772352	4
chr2R	2773056	2775767	Spn42De	2711	+	NM_001259226	n/a	2774065	2775696	4
chr2R	3035196	3036794	Spn43Aa	1598	+	NM_080066	CG12172	3035232	3036709	4
chr2R	3039166	3041147	Spn43Ab	1981	-	NM_001032224	CG1865	3039235	3041069	4
chr2R	3041242	3042929	Spn43Ad	1687	-	NM_136417	CG1859	3041384	3042863	3
chr2R	6825929	6829243	Spn47C	3314	-	NM_001299373	n/a	6827818	6829093	4
chr2R	13010402	13011742	Spn53F	1340	-	NM_001043088	CG10956	13010531	13011732	2
chr2R	14013851	14015715	Spn55B	1864	+	NM_080214	CG10913	14013944	14015636	2
chr3L	19121549	19122765	Spn75F	1216	-	NM_001043149	CG32203	19121627	19122765	2
chr3L	20310289	20313216	Spn77Ba	2927	+	NM_001300199	n/a	20310872	20312991	5
chr3L	20314051	20315458	Spn77Bb	1407	+	NM_140949	CG6663	20314140	20315420	5
chr3L	20335733	20337419	Spn77Bc	1686	+	NM_001275174	n/a	20335837	20337279	5
chr3R	5822884	5826036	Spn85F	3152	+	NM_141708	CG12807	5823260	5826036	5
chr3R	11028790	11032169	Spn88Ea	3379	-	NM_176501	n/a	11028914	11030258	3
chr3R	11032424	11034484	Spn88Eb	2060	-	NM_142170	CG6687	11032483	11033826	3
chr2L	542785	544653	Spp	1868	-	NM_078720	CG11840	543240	544542	3
chr3R	21707705	21713952	SppL	6247	+	NM_001170269	n/a	21711259	21713088	8
chr3R	20049166	20052656	Spps	3490	-	NM_001275973	n/a	20049419	20052377	1
chr2R	10647150	10656928	Spred	9778	-	NM_001274050	n/a	10649264	10655528	6
chr3L	11872214	11874282	Sprn	2068	+	NM_001169954	n/a	11872320	11874117	3
chr2L	10342593	10344223	Sps2	1630	+	NM_058130	CG5025	10342758	10344041	4
chr2R	4807774	4810260	Spt	2486	-	NM_136579	CG8247	4808011	4810154	7
chr2R	9056002	9058249	Spt-I	2247	+	NM_165968	CG4016	9056345	9057986	6
chr3L	13495806	13504641	Spt20	8835	+	NM_140402	CG17689	13496448	13502898	7
chr3R	7842877	7844272	Spt3	1395	+	NM_141889	CG3169	7842947	7844102	1
chr2R	15324987	15329403	Spt5	4416	+	NM_144353	CG7626	15325476	15329296	12
chrX	6161829	6169017	Spt6	7188	+	NM_143705	CG12225	6161939	6168457	6
chrX	17744492	17745922	Spt7	1430	+	NM_133020	CG6506	17744573	17745774	3
chrX	8357328	8358471	Sptr	1143	-	NM_167157	CG12117	8357553	8358339	1
chrX	6149854	6151629	Spx	1775	+	NM_078503	CG3780	6149943	6151119	3
chr2L	4121701	4124153	Sr-CI	2452	+	NM_001298670	n/a	4121759	4123899	4
chr2R	8096397	8099660	Sr-CII	3263	-	NM_001201979	n/a	8096540	8098648	5
chr2L	4120342	4121627	Sr-CIII	1285	+	NM_080008	CG31962	4120362	4121442	3
chr2L	3522520	3524056	Sr-CIV	1536	-	NM_134945	CG3212	3522593	3523960	3
chr3R	11158987	11164087	Sra-1	5100	+	NM_142190	CG4931	11159110	11163458	9
chr3L	5556873	5558203	Sras	1330	+	NM_079934	CG4852	5556960	5557928	2
chr2R	1869348	1900005	Src42A	30657	+	NM_057501	CG7873	1869922	1899116	10
chr3L	4592446	4626132	Src64B	33686	-	NM_001259699	n/a	4594640	4598418	8
chr3R	16405836	16406486	Srp14	650	+	NM_142639	CG5417	16405890	16406406	4
chr3L	7340409	7341134	Srp19	725	-	NM_057787	CG4457	7340466	7341021	2
chr2L	9912910	9915044	Srp54	2134	+	NM_057999	CG4602	9913047	9914589	1
chr3L	5145777	5147877	Srp54k	2100	+	NM_079207	CG4659	5145945	5147557	2
chr3L	8968145	8970501	Srp68	2356	+	NM_140016	CG5064	8968223	8970262	4
chr3R	16414432	16416762	Srp72	2330	+	NM_142641	CG5434	16414546	16416680	4
chr3L	7929472	7930358	Srp9	886	+	NM_139906	CG8268	7929574	7929873	2
chr3L	8712048	8713325	SrpRbeta	1277	-	NM_001274667	n/a	8712366	8713243	3
chr3L	22267084	22277435	Srpk79D	10351	+	NM_001202232	n/a	22267657	22276200	9
chr3R	25865440	25868793	Sry-alpha	3353	+	NM_001316561	n/a	25866983	25868576	2
chr3R	25865440	25868793	Sry-beta	3353	+	NM_001316522	n/a	25865534	25866658	2
chr3R	25869062	25870608	Sry-delta	1546	+	NM_079842	CG17958	25869200	25870502	1
chr3L	16122716	16124083	SsRbeta	1367	+	NM_079379	CG5474	16123008	16123803	3
chr3R	21450526	21452646	Ssadh	2120	-	NM_001014667	CG4685	21450653	21452359	3
chr2L	8211346	8211938	Ssb-c31a	592	+	NM_057788	CG8396	8211445	8211834	2
chr3R	14018215	14025317	Ssdp	7102	-	NM_001275769	n/a	14020705	14022235	2
chr3L	5652799	5655347	Sse	2548	-	NM_079211	CG10583	5652978	5655254	7
chr3L	20181621	20182879	Ssk	1258	+	NM_140927	n/a	20181811	20182660	4
chr2R	20386765	20387790	Ssl	1025	-	NM_079124	CG13591	20386938	20387715	3
chr3L	22872188	22874063	Ssl1	1875	+	NM_141170	CG11115	22872465	22873887	4
chr3R	24856672	24858364	Ssl2	1692	-	NM_143399	CG11833	24856837	24858255	4
chr2R	19693883	19696527	Ssrp	2644	-	NM_079106	CG4817	19694077	19696386	3
chrX	19558593	19560899	Ssu72	2306	+	NM_001272796	n/a	19558678	19559386	3
chr2R	19569145	19570475	St1	1330	+	NM_137971	CG5428	19569226	19570367	3
chr3R	5077564	5079236	St2	1672	+	NM_001300315	n/a	5077592	5078687	2
chr2R	19570899	19575503	St3	4604	+	NM_001274226	n/a	19570919	19575042	8
chr2R	9857414	9858768	St4	1354	-	NM_001299469	n/a	9857420	9858632	4
chr2L	10858535	10862006	Stam	3471	+	NM_058100	CG6521	10858834	10861521	4
chr2R	20462081	20465199	Start1	3118	+	NM_001259566	n/a	20462512	20464987	12
chr3R	16361044	16378033	Stat92E	16989	-	NM_001275828	n/a	16363130	16367022	8
chrX	13894242	13894922	Ste12DOR	680	+	NM_167390	CG32616	13894242	13894878	3
chrX	13954734	13955850	Ste:CG33236	1116	-	NM_206709	CG33244	13954792	13955428	3
chrX	13947119	13947844	Ste:CG33237	725	-	NM_206708	n/a	13947177	13947814	4
chrX	13952196	13952922	Ste:CG33238	726	-	NM_206707	CG33238	13952254	13952891	3
chrX	13947119	13947844	Ste:CG33239	725	-	NM_206706	CG33239	13947177	13947814	4
chrX	13942043	13946574	Ste:CG33240	4531	-	NM_206705	CG33240	13942101	13946544	3
chrX	13947119	13947844	Ste:CG33241	725	-	NM_206704	n/a	13947177	13947814	4
chrX	13947119	13947844	Ste:CG33242	725	-	NM_206703	n/a	13947177	13947814	3
chrX	13952196	13954190	Ste:CG33243	1994	-	NM_206702	n/a	13952254	13954160	3
chrX	13947119	13947844	Ste:CG33244	725	-	NM_206701	n/a	13947177	13947814	4
chrX	13947119	13947844	Ste:CG33245	725	-	NM_206700	CG33236	13947177	13947814	4
chrX	13942043	13942767	Ste:CG33246	724	-	NM_206699	n/a	13942101	13942737	3
chrX	13940804	13941528	Ste:CG33247	724	-	NM_206698	CG33237	13940862	13941498	3
chrU	6621520	6622252	SteXh:CG42398	732	+	NM_001144069	n/a	6621550	6622186	3
chrX	15828527	15834484	Stim	5957	-	NM_206747	n/a	15828790	15833133	9
chr2R	434195	452786	Stlk	18591	+	NM_001042977	CG40293	434252	452006	4
chr2R	1907815	1910649	Strica	2834	-	NM_001273789	n/a	1908849	1910547	3
chr3L	3322483	3328871	Strip	6388	-	NM_168023	CG11526	3322925	3325637	4
chr2R	11834437	11877003	Strn-Mlck	42566	-	NM_001274090	n/a	11834761	11876429	27
chr3L	16115101	16119152	Strumpellin	4051	+	NM_001275000	n/a	16115286	16119099	6
chr2L	15039487	15043334	Su(H)	3847	+	NM_057520	CG3497	15039936	15042618	4
chr3L	16603761	16605299	Su(P)	1538	-	NM_079392	CG4086	16603837	16605217	3
chrU	7044198	7045255	Su(Ste):CR40820	1057	-	NR_048531	n/a	7045255	7045255	1
chrU	7759929	7761473	Su(Ste):CR41533	1544	-	NR_048532	n/a	7761473	7761473	1
chrUextra	3124323	3777416	Su(Ste):CR42406	653093	+	NR_026600	n/a	3777416	3777416	4
chrU	5758544	5760003	Su(Ste):CR42407	1459	-	NR_026601	n/a	5760003	5760003	1
chrU	6161467	6162910	Su(Ste):CR42408	1443	-	NR_026602	n/a	6162910	6162910	1
chrU	6163514	6164841	Su(Ste):CR42409	1327	-	NR_026603	n/a	6164841	6164841	1
chrU	6274887	6276371	Su(Ste):CR42410	1484	-	NR_026604	n/a	6276371	6276371	1
chrU	6389436	6390626	Su(Ste):CR42411	1190	+	NR_026605	n/a	6390626	6390626	1
chrU	6404709	6406125	Su(Ste):CR42412	1416	+	NR_026606	n/a	6406125	6406125	1
chrU	6753838	6755686	Su(Ste):CR42414	1848	-	NR_026608	n/a	6755686	6755686	1
chrU	6756286	6757014	Su(Ste):CR42415	728	-	NR_026609	n/a	6757014	6757014	1
chrU	6868890	6869887	Su(Ste):CR42416	997	+	NR_026610	n/a	6869887	6869887	1
chrU	6870917	6871894	Su(Ste):CR42417	977	+	NR_026611	n/a	6871894	6871894	1
chrU	7083126	7084391	Su(Ste):CR42418	1265	-	NR_026612	n/a	7084391	7084391	1
chrUextra	3776777	4868077	Su(Ste):CR42419	1091300	+	NR_125436	n/a	4868077	4868077	6
chrU	7243005	7243826	Su(Ste):CR42420	821	-	NR_026614	n/a	7243826	7243826	1
chrU	7244952	7245644	Su(Ste):CR42421	692	-	NR_026615	n/a	7245644	7245644	1
chrUextra	21015822	21314290	Su(Ste):CR42422	298468	-	NR_026616	n/a	21314290	21314290	4
chrUextra	21012102	21303196	Su(Ste):CR42424	291094	-	NR_026618	n/a	21303196	21303196	5
chrU	7784583	7786247	Su(Ste):CR42425	1664	+	NR_026619	n/a	7786247	7786247	1
chrU	7777851	7779539	Su(Ste):CR42426	1688	-	NR_026620	n/a	7779539	7779539	1
chrU	7861682	7862182	Su(Ste):CR42427	500	+	NR_026621	n/a	7862182	7862182	1
chrU	7862916	7863768	Su(Ste):CR42428	852	+	NR_026622	n/a	7863768	7863768	1
chrUextra	21012107	21303193	Su(Ste):CR42429	291086	-	NR_026623	n/a	21303193	21303193	4
chrU	8077474	8078857	Su(Ste):CR42430	1383	-	NR_026624	n/a	8078857	8078857	1
chrUextra	8523265	9682204	Su(Ste):CR42431	1158939	-	NR_026625	n/a	9682204	9682204	6
chrU	8667210	8667965	Su(Ste):CR42432	755	-	NR_125437	n/a	8667965	8667965	1
chrU	8680393	8681749	Su(Ste):CR42433	1356	-	NR_026627	n/a	8681749	8681749	1
chrU	6389436	6390626	Su(Ste):CR42438	1190	+	NR_125438	n/a	6390626	6390626	1
chrU	9486325	9487430	Su(Ste):CR42439	1105	-	NR_026633	n/a	9487430	9487430	1
chrU	6161467	6162910	Su(Ste):CR42444	1443	-	NR_125439	n/a	6162910	6162910	1
chrU	6163514	6164836	Su(Ste):CR45794	1322	-	NR_133547	n/a	6164836	6164836	1
chrUextra	3558663	4226938	Su(Ste):CR45795	668275	-	NR_133546	n/a	4226938	4226938	3
chrUextra	16349097	17144051	Su(Ste):CR45796	794954	+	NR_133548	n/a	17144051	17144051	5
chr3L	19882219	19902510	Su(Tpl)	20291	-	NM_001170006	n/a	19884623	19887803	5
chr2L	2037713	2044372	Su(dx)	6659	+	NM_164448	CG4244	2039991	2043183	7
chr3R	8515594	8517190	Su(fu)	1596	-	NM_080502	CG6054	8515753	8517160	1
chr2R	5003626	5009505	Su(var)2-10	5879	+	NM_001201959	n/a	5003827	5009311	8
chr2R	10494658	10505623	Su(var)2-HP2	10965	-	NM_137128	CG12864	10494921	10505371	9
chr2L	8209625	8211122	Su(var)205	1497	-	NM_057407	CG8409	8209834	8210843	5
chr3L	20219480	20223350	Su(var)3-3	3870	+	NM_001275171	n/a	20219915	20222777	5
chr3R	9090085	9095760	Su(var)3-7	5675	+	NM_079618	CG8599	9090237	9094614	5
chr3R	11085585	11089180	Su(var)3-9	3595	-	NM_079633	CG6476	11085952	11089069	3
chr3L	19911341	19916562	Su(z)12	5221	-	NM_143802	CG8013	19912465	19916088	7
chr2R	8884005	8895416	Su(z)2	11411	+	NM_001169663	n/a	8886840	8891881	6
chr3L	11058090	11062125	SuUR	4035	+	NM_080096	CG7869	11058494	11061642	4
chr3L	5554800	5556791	Sucb	1991	-	NM_143706	CG10622	5555001	5556643	4
chr3L	11677079	11683255	Sugb	6176	+	NM_001144462	n/a	11677681	11682281	6
chr3R	12136263	12165297	Sulf1	29034	-	NM_001275698	n/a	12136902	12140853	10
chr2L	10182556	10199117	Sur	16561	-	NM_058124	CG5772	10182783	10198623	24
chr3R	13220920	13228237	Sur-8	7317	-	NM_001275736	n/a	13222898	13225221	3
chr3L	6951445	6952686	Surf1	1241	+	NM_080019	CG9943	6951532	6952621	4
chr3R	11169374	11171898	Surf4	2524	-	NM_057874	CG6202	11169985	11171681	4
chr3R	15729386	15730590	Surf6	1204	-	NM_079684	CG4510	15729481	15730510	2
chr2R	18077321	18090176	Swim	12855	-	NM_137808	CG3074	18077864	18079332	4
chr2L	18977518	18987280	Swip-1	9762	-	NM_001299150	n/a	18978354	18986910	2
chr2L	2573435	2575052	Sws1	1617	-	NM_001103591	n/a	2574381	2574981	3
chrX	6969697	6992086	Sxl	22389	-	NM_001272374	n/a	6972267	6985783	9
chr2R	6136939	6139922	Syb	2983	-	NM_001144162	n/a	6138074	6139479	5
chr3R	1563899	1568198	Sym	4299	-	NM_141323	CG2097	1564039	1567850	5
chr3R	6016410	6048164	Syn	31754	+	NM_176451	n/a	6021558	6045865	13
chr3L	21738458	21763634	Syn1	25176	-	NM_001275263	n/a	21739632	21754299	8
chr2R	12439762	12445991	Syn2	6229	+	NM_166180	CG4905	12442137	12444234	10
chr3R	16658520	16665840	Synd	7320	+	NM_001275858	n/a	16660949	16665119	10
chr2R	9729265	9733760	Syngr	4495	-	NM_137064	CG10808	9730788	9733299	5
chr2R	17967947	17973272	Synj	5325	+	NM_166505	CG6562	17968684	17972408	4
chr3R	16582450	16636448	Syp	53998	+	NM_001275849	n/a	16582958	16631844	14
chr2L	2772326	2799979	Syt1	27653	-	NM_001298639	n/a	2783067	2793888	12
chrX	13253280	13262212	Syt12	8932	+	NM_001272584	n/a	13257324	13259994	6
chr3R	140176	144791	Syt14	4615	-	NM_001275321	n/a	141844	144349	5
chr3R	3091786	3096531	Syt4	4745	+	NM_058116	CG10047	3092574	3095034	5
chr4	299310	327107	Syt7	27797	-	NM_166749	CG2381	301051	325802	10
chr2L	17592259	17603640	Sytalpha	11381	+	NM_001201903	n/a	17592323	17603288	6
chr3L	15007794	15058077	Sytbeta	50283	-	NM_144170	n/a	15009570	15042005	8
chr3L	13037533	13039994	Syx13	2461	+	NM_079330	CG11278	13038019	13039495	3
chrX	20263360	20264778	Syx16	1418	-	NM_078696	CG1467	20263474	20264669	3
chr3L	4403486	4405168	Syx17	1682	+	NM_001274485	n/a	4403826	4404983	3
chr3R	20449523	20451284	Syx18	1761	-	NM_079761	CG13626	20449688	20451195	2
chr3R	19927321	19931485	Syx1A	4164	-	NM_001202347	n/a	19927749	19930165	2
chrX	2633121	2638109	Syx4	4988	-	NM_080318	CG2715	2633193	2637516	7
chr2L	16307345	16309274	Syx5	1929	+	NM_078858	CG4214	16307659	16309131	3
chr2R	7107043	7109615	Syx6	2572	+	NM_206093	CG7736	7108530	7109365	4
chr3L	21438933	21441228	Syx7	2295	+	NM_168906	CG5081	21439354	21440751	6
chr3L	16579207	16580157	Syx8	950	-	NM_079389	CG4109	16579326	16580078	2
chr3R	18314826	18317161	T-cp1	2335	-	NM_170016	n/a	18315024	18317053	5
chr2R	18217230	18219577	T3dh	2347	-	NM_057861	CG3425	18217766	18219549	5
chr3R	22707455	22736719	T48	29264	+	NM_001276070	n/a	22709677	22736189	3
chr3R	5965824	5969906	TAF1B	4082	-	NM_001275522	n/a	5966491	5969793	4
chr2R	17386407	17389237	TAF1C-like	2830	-	NM_137741	CG10496	17386521	17389050	2
chr2R	15372998	15374342	TBCB	1344	-	NM_137581	CG11242	15373307	15374220	4
chr2L	2147517	2151664	TBCD	4147	+	NM_134804	CG7261	2147646	2151453	5
chr2R	19746589	19750116	TBPH	3527	-	NM_134318	CG10327	19747068	19748969	6
chr2R	5876663	5881064	TER94	4401	+	NM_058021	CG2331	5876791	5880582	5
chr3R	16400966	16402732	TFAM	1766	-	NM_169906	CG4217	16401216	16402595	2
chrX	16282852	16285471	TH1	2619	-	NM_132895	CG9984	16283328	16285387	5
chr2R	19765719	19768383	TM4SF	2664	+	NM_001274230	n/a	19766415	19768190	5
chr2L	20730415	20734309	TM9SF2	3894	-	NM_001273708	n/a	20730999	20734063	5
chr3L	5594195	5597079	TM9SF3	2884	-	NM_139722	CG10590	5594888	5596898	4
chr2L	13746951	13773905	TM9SF4	26954	+	NM_001298978	n/a	13771240	13773483	7
chr3L	16405821	16408486	TMS1	2665	+	NM_001275022	n/a	16405944	16408259	7
chrX	829264	831855	TRAM	2591	+	NM_166867	CG11642	830381	831488	2
chr3L	16835393	16837685	TSG101	2292	+	NM_079396	CG9712	16835731	16837493	7
chr2L	6736363	6740188	TTLL3A	3825	-	NM_135225	CG11323	6736448	6740176	4
chr2L	6732865	6736149	TTLL3B	3284	+	NM_135224	CG11201	6733248	6735675	5
chr2R	15180033	15192013	Tab2	11980	+	NM_001274157	n/a	15186704	15191757	6
chr3R	25826251	25829400	Tace	3149	+	NM_170455	CG7908	25826304	25829244	10
chr3R	2472610	2481770	Taf1	9160	+	NM_001260023	n/a	2472711	2481517	16
chr2L	2767889	2768612	Taf10	723	+	NM_058115	CG2859	2767980	2768543	2
chr2L	2767285	2767845	Taf10b	560	-	NM_058070	CG3069	2767336	2767777	1
chr2L	9762423	9763262	Taf11	839	-	NM_164871	CG4079	9762521	9763174	2
chr3R	7504107	7505412	Taf12	1305	-	NM_001275550	n/a	7504273	7504827	4
chr2L	4700834	4701485	Taf12L	651	-	NM_135008	CG15632	4700991	4701468	2
chr2L	20093087	20093849	Taf13	762	-	NM_136180	CG10756	20093223	20093768	3
chr3L	9877510	9881783	Taf2	4273	-	NM_168387	CG6711	9877702	9881669	6
chr3L	16106311	16114751	Taf4	8440	+	NM_079378	CG5444	16107571	16113172	11
chr2R	6764816	6767178	Taf5	2362	-	NM_057609	CG7704	6764995	6767110	1
chr3L	19592187	19594482	Taf6	2295	+	NM_001275127	n/a	19592259	19594319	4
chr3R	3733054	3735443	Taf7	2389	+	NM_141491	CG2670	3733346	3734850	3
chrX	17996002	17997515	Taf8	1513	+	NM_078673	CG7128	17996092	17997251	4
chr3R	2908946	2911805	Tailor	2859	-	NM_001275398	n/a	2909103	2911702	9
chrX	20386934	20395955	Tak1	9021	-	NM_079356	CG18492	20387327	20394994	8
chr3R	16596549	16598323	Takl1	1774	-	NM_169924	CG31421	16596657	16598290	4
chr3R	18558077	18559573	Takl2	1496	-	NM_142833	CG4803	18558133	18559547	5
chr2R	19827932	19829637	Taldo	1705	+	NM_079111	CG2827	19827952	19829537	3
chr2L	6649387	6654574	Tango1	5187	+	NM_001298755	n/a	6649532	6654333	7
chrX	11614277	11617887	Tango10	3610	+	NM_001272532	n/a	11614694	11616821	5
chr2R	17604284	17607468	Tango11	3184	-	NM_166481	CG30404	17604922	17607140	3
chrX	13457855	13487257	Tango13	29402	+	NM_001272591	n/a	13471538	13484407	9
chr2L	1158660	1160220	Tango14	1560	+	NM_001272928	n/a	1158975	1160100	3
chrX	13511021	13513240	Tango2	2219	+	NM_001272596	n/a	13511466	13513086	5
chrX	11915100	11916779	Tango4	1679	+	NM_132550	CG1796	11915192	11916700	2
chrX	10654080	10658446	Tango5	4366	-	NM_001298157	n/a	10654518	10656444	5
chr2L	18969027	18972004	Tango6	2977	+	NM_136078	CG18398	18969098	18971982	3
chr2R	10050570	10052330	Tango7	1760	-	NM_137088	CG8309	10050702	10052036	3
chr2R	14199326	14199503	Tango8	177	+	NM_144112	CG14503	14199326	14199503	1
chr3R	7796728	7800632	Tango9	3904	-	NM_001316533	n/a	7798958	7800335	4
chrX	19463753	19473833	Tao	10080	-	NM_001201743	n/a	19465613	19471527	13
chr2L	13367616	13369021	Tap42	1405	+	NM_165039	CG31852	13367723	13368936	2
chr2R	7257804	7258840	Tapdelta	1036	-	NM_001299386	n/a	7257957	7258517	2
chr3R	9492767	9500264	Task6	7497	-	NM_001275612	n/a	9494312	9497823	9
chr3R	5236050	5238015	Task7	1965	-	NM_141634	CG9361	5236478	5237739	5
chr3L	16078320	16080625	Tasp1	2305	-	NM_001274991	n/a	16079296	16080540	3
chr2R	8640530	8643919	Taz	3389	-	NM_058084	CG8766	8640813	8643563	5
chr3R	22482161	22483253	Tb	1092	+	NM_143237	CG5480	22482250	22483163	2
chr2L	9922736	9924865	TbCMF46	2129	-	NM_135481	CG13125	9922793	9924860	6
chr2L	207178	210506	Tbc1d15-17	3328	+	NM_001272877	n/a	207511	209858	3
chr2R	1930036	1932469	Tbce	2433	+	NM_136353	CG7861	1930432	1932234	6
chrX	7889729	7921427	Tbh	31698	+	NM_176711	CG1543	7893420	7919882	8
chr2R	17573696	17575147	Tbp	1451	-	NM_079081	CG9874	17573831	17574957	2
chr3R	4627285	4631956	Tcp-1eta	4671	+	NM_141578	CG8351	4627399	4631741	5
chrX	15640680	15643004	Tcp-1zeta	2324	+	NM_132838	CG8231	15640803	15642805	2
chr3R	7035968	7037620	Tctp	1652	+	NM_001316502	n/a	7036102	7036621	1
chr2R	2564505	2567896	Tdc1	3391	-	NM_136382	CG30445	2564810	2567684	3
chr2R	2572249	2577479	Tdc2	5230	-	NM_165483	CG30446	2572476	2576007	8
chr3L	14779890	14782765	Tdrd3	2875	+	NM_140467	CG13472	14779946	14782688	4
chr3R	5651802	5693842	Teh1	42040	-	NM_001275513	n/a	5654387	5691460	3
chr3L	4179983	4188023	Teh2	8040	-	NM_001169874	n/a	4180297	4181801	6
chr3L	4182644	4184663	Teh3	2019	-	NM_144078	CG18676	4183316	4184663	2
chr3L	4174858	4178270	Teh4	3412	-	NM_139609	CG15003	4175388	4177643	8
chr2L	13435621	13439930	Tehao	4309	+	NM_001298972	n/a	13435748	13439264	2
chr2L	15854125	15856450	Tektin-A	2325	+	NM_001273547	n/a	15854362	15856276	3
chr3L	5787504	5789643	Tektin-C	2139	-	NM_001104050	CG10541	5787663	5789402	4
chrX	11937730	12226198	Ten-a	288468	+	NM_001169259	n/a	12087913	12225216	20
chr3L	22286143	22400963	Ten-m	114820	-	NM_079491	CG5723	22288687	22400292	9
chr2L	2239413	2240593	Tengl1	1180	-	NM_164467	CG31682	2239470	2240502	2
chr2L	2238303	2239384	Tengl2	1081	-	NM_164466	CG32463	2238345	2239365	2
chr2L	2237075	2238251	Tengl3	1176	-	NM_134816	CG31679	2237131	2238207	2
chr3R	6776005	6777519	Tengl4	1514	+	NM_141781	CG4683	6776153	6777396	3
chr2L	15888639	15893811	Tep1	5172	-	NM_078854	CG18096	15888701	15893719	9
chr2L	7693726	7701601	Tep2	7875	-	NM_164763	CG7052	7693907	7701421	8
chr2L	7702804	7710690	Tep3	7886	+	NM_078783	CG7068	7703146	7710514	15
chr2L	19548506	19556451	Tep4	7945	+	NM_001273662	n/a	19549905	19556401	8
chr2L	19558046	19563049	Tep5	5003	+	NM_136144	CG13079	19558064	19563049	8
chr3L	9067742	9085231	Tequila	17489	+	NM_001169922	n/a	9067878	9085118	19
chr2R	13353383	13356682	Tes	3299	-	NM_137371	CG6522	13353924	13356572	4
chr3L	2786206	2879158	Tet	92952	-	NM_001274414	n/a	2788549	2871710	11
chr3L	21579927	21606449	TfAP-2	26522	+	NM_001275251	n/a	21579957	21606054	8
chr3R	23076833	23082185	TfIIA-L	5352	+	NM_170329	CG5930	23080342	23081863	6
chr3R	19716109	19716782	TfIIA-S	673	-	NM_079743	CG5163	19716300	19716677	2
chrX	905133	905676	TfIIA-S-2	543	-	NM_130521	CG11639	905173	905578	2
chr2L	10431337	10433116	TfIIB	1779	+	NM_001273420	n/a	10431402	10432525	4
chr3L	11675137	11676905	TfIIEalpha	1768	+	NM_079302	CG10415	11675411	11676769	3
chr3L	4287037	4288349	TfIIEbeta	1312	+	NM_079199	CG1276	4287149	4288291	5
chr3R	2206188	2208326	TfIIFalpha	2138	+	NM_079522	CG10281	2206317	2208251	4
chr3R	6592343	6593526	TfIIFbeta	1183	-	NM_079581	CG6538	6592522	6593421	2
chr2L	15058918	15060757	TfIIS	1839	-	NM_001273528	n/a	15059490	15060498	2
chr2R	10250552	10252978	Tfb1	2426	+	NM_001259392	n/a	10250864	10252857	6
chr2L	1149444	1150677	Tfb4	1233	-	NM_134730	CG5041	1149513	1150647	5
chr2L	5009930	5010834	Tfb5	904	-	NM_001144319	n/a	5010486	5010766	2
chr2L	8011404	8026898	Tg	15494	+	NM_135330	CG7356	8011744	8026772	3
chr3L	13479896	13495592	Tgi	15696	+	NM_140401	CG10741	13480769	13495155	4
chr3R	14081251	14083399	Tgs1	2148	+	NM_169801	CG31241	14081929	14083330	2
chr2L	1184064	1185698	Tgt	1634	+	NM_134741	CG4947	1184165	1185517	2
chr4	558957	578480	Thd1	19523	-	NM_001297786	n/a	566288	574202	6
chr2R	19754170	19756126	Thiolase	1956	-	NM_058030	CG4581	19754275	19756048	4
chr2L	3478433	3479612	Thor	1179	+	NM_057947	CG8846	3478615	3479393	2
chr3L	4510697	4532145	Tie	21448	-	NM_079204	CG7525	4511235	4524510	6
chr2L	22249875	22258260	Tif-IA	8385	+	NM_176070	CG3278	22250098	22258179	6
chr2L	6415178	6423310	Tig	8132	-	NM_001298741	n/a	6415435	6422509	6
chr2R	17577719	17578644	Tim10	925	-	NM_137762	CG9878	17577851	17578293	3
