uniqueID	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	uniprotID	description	geneSymbol	txSize	cdsSize
YPR151C	chrXVI	-	831050	831671	831050	831671	1	831050,	831671,	Q06524	Mitochondrial protein required for degradation of unstable forms of cytochrome c	SUE1	621	621
YPR152C	chrXVI	-	832056	833454	832056	833454	1	832056,	833454,	Q06525	Putative protein of unknown function containing WW and FF domains  overexpression causes accumulation of cells in G1 phase	YPR152C	1398	1398
YPR153W	chrXVI	+	833684	834241	833684	834241	2	833684,833823,	833689,834241,	Q06537	Putative protein of unknown function	YPR153W	557	557
YPR154W	chrXVI	+	834560	835208	834560	835208	1	834560,	835208,	Q06449	Protein that induces appearance of [PIN+] prion when overproduced	PIN3	648	648
YPR155C	chrXVI	-	835558	837409	835558	837409	1	835558,	837409,	Q12374	Protein involved in regulation of mitochondrial expression of subunits 6 (Atp6p) and 8 (Atp8p) of the Fo-F1 ATP synthase  functions with Nca3p	NCA2	1851	1851
YPR156C	chrXVI	-	837904	839773	837904	839773	1	837904,	839773,	Q06451	Polyamine transport protein specific for spermine  localizes to the plasma membrane  member of the major facilitator superfamily	TPO3	1869	1869
YPR157W	chrXVI	+	841261	842665	841261	842665	1	841261,	842665,	Q06466	Putative protein of unknown function  induced by treatment with 8-methoxypsoralen and UVA irradiation	YPR157W	1404	1404
YPR158W	chrXVI	+	843257	844016	843257	844016	1	843257,	844016,	Q06469	Protein of unknown function involved in destabilization of [URE3] prions  similar in sequence to Btn2p	YPR158W	759	759
YPR158W-B	chrXVI	+	844704	849976	844704	849976	2	844704,846010,	846009,849976,	P0C2J0	Retrotransposon TYA Gag and TYB Pol genes  transcribed/translated as one unit  polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN)  similar to retroviral genes	YPR158W-B	5272	5272
YPR158W-A	chrXVI	+	844704	846027	844704	846027	1	844704,	846027,	Q99209	Retrotransposon TYA Gag gene co-transcribed with TYB Pol  translated as TYA or TYA-TYB polyprotein  Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs)  similar to retroviral Gag	YPR158W-A	1323	1323
YPR158C-D	chrXVI	-	850984	856253	850984	856253	2	850984,854948,	854947,856253,	P0C2J1	Retrotransposon TYA Gag and TYB Pol genes  transcribed/translated as one unit  polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN)  similar to retroviral genes	YPR158C-D	5269	5269
YPR158C-C	chrXVI	-	854930	856253	854930	856253	1	854930,	856253,	Q6Q5H1	Retrotransposon TYA Gag gene co-transcribed with TYB Pol  translated as TYA or TYA-TYB polyprotein  Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs)  similar to retroviral Gag	YPR158C-C	1323	1323
YPR159W	chrXVI	+	857578	859741	857578	859741	1	857578,	859741,	P32486	Protein required for beta-1,6 glucan biosynthesis  putative beta-glucan synthase  appears functionally redundant with Skn1p	KRE6	2163	2163
YPR159C-A	chrXVI	-	860309	860411	860309	860411	1	860309,	860411,	Q8TGQ7	Identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching	YPR159C-A	102	102
YPR160W	chrXVI	+	861301	864010	861301	864010	1	861301,	864010,	P06738	Non-essential glycogen phosphorylase required for the mobilization of glycogen, activity is regulated by cyclic AMP-mediated phosphorylation, expression is regulated by stress-response elements and by the HOG MAP kinase pathway	GPH1	2709	2709
YPR160W-A	chrXVI	+	861929	862010	861929	862010	1	861929,	862010,	n/a	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data  identified by expression profiling and mass spectrometry	YPR160W-A	81	81
YPR160C-A	chrXVI	-	862572	862857	862572	862857	1	862572,	862857,	n/a	Identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching	YPR160C-A	285	285
YPR161C	chrXVI	-	864444	866418	864444	866418	1	864444,	866418,	P23293	Cyclin (Bur2p)-dependent protein kinase that functions in transcriptional regulation  phosphorylates the carboxy-terminal domain of Rpo21p, which is the largest subunit of RNA polymerase II  regulated by Cak1p	SGV1	1974	1974
YPR162C	chrXVI	-	866710	868300	866710	868300	1	866710,	868300,	P54791	Subunit of the origin recognition complex, which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing	ORC4	1590	1590
YPR163C	chrXVI	-	868640	869951	868640	869951	1	868640,	869951,	P34167	Translation initiation factor eIF-4B, has RNA annealing activity  contains an RNA recognition motif and binds to single-stranded RNA	TIF3	1311	1311
YPR164W	chrXVI	+	870698	874922	870698	874922	1	870698,	874922,	Q06211	Protein that acts with Mms22p in a repair pathway that may be involved in resolving replication intermediates or preventing the damage caused by blocked replication forks  implicated in regulation of Ty1 transposition	MMS1	4224	4224
YPR165W	chrXVI	+	875363	875993	875363	875993	1	875363,	875993,	P06780	GTP-binding protein of the rho subfamily of Ras-like proteins, involved in establishment of cell polarity  regulates protein kinase C (Pkc1p) and the cell wall synthesizing enzyme 1,3-beta-glucan synthase (Fks1p and Gsc2p)	RHO1	630	630
YPR166C	chrXVI	-	876277	876625	876277	876625	1	876277,	876625,	P10663	Mitochondrial ribosomal protein of the small subunit	MRP2	348	348
YPR167C	chrXVI	-	876842	877628	876842	877628	1	876842,	877628,	P18408	3'-phosphoadenylsulfate reductase, reduces 3'-phosphoadenylyl sulfate to adenosine-3',5'-bisphosphate and free sulfite using reduced thioredoxin as cosubstrate, involved in sulfate assimilation and methionine metabolism	MET16	786	786
YPR168W	chrXVI	+	878071	878545	878071	878545	1	878071,	878545,	Q06213	Subunit of the RNA polymerase II mediator complex  associates with core polymerase subunits to form the RNA polymerase II holoenzyme  required for transcriptional activation and has a role in basal transcription	NUT2	474	474
YPR169W	chrXVI	+	878685	880164	878685	880164	1	878685,	880164,	Q06214	Essential protein of unknown function  fluorescent protein (GFP or YFP)-tagged protein localizes to nucleus and nucleolus	YPR169W	1479	1479
YPR170C	chrXVI	-	882978	883314	882978	883314	1	882978,	883314,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the dubious ORFs YPR169W-A and YPR170W-B	YPR170C	336	336
YPR170W-B	chrXVI	+	883234	883591	883234	883591	2	883234,883482,	883383,883591,	P0C5R9	Putative protein of unknown function, conserved in fungi  partially overlaps the dubious genes YPR169W-A, YPR170W-A and YRP170C	YPR170W-B	357	357
YPR169W-A	chrXVI	+	883234	883453	883234	883453	1	883234,	883453,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps two other dubious ORFs: YPR170C and YPR170W-B	YPR169W-A	219	219
YPR170W-A	chrXVI	+	883373	883559	883373	883559	1	883373,	883559,	n/a	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data  identified by expression profiling and mass spectrometry	YPR170W-A	186	186
YPR171W	chrXVI	+	883823	885554	883823	885554	1	883823,	885554,	Q06604	Adapter that links synaptojanins Inp52p and Inp53p to the cortical actin cytoskeleton	BSP1	1731	1731
YPR172W	chrXVI	+	885791	886394	885791	886394	1	885791,	886394,	Q06608	Protein of unknown function, transcriptionally activated by Yrm1p along with genes involved in multidrug resistance	YPR172W	603	603
YPR173C	chrXVI	-	886519	887833	886519	887833	1	886519,	887833,	P52917	AAA-ATPase involved in multivesicular body (MVB) protein sorting, ATP-bound Vps4p localizes to endosomes and catalyzes ESCRT-III disassembly and membrane release  ATPase activity is activated by Vta1p  regulates cellular sterol metabolism	VPS4	1314	1314
YPR174C	chrXVI	-	888038	888704	888038	888704	1	888038,	888704,	Q06616	Protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the nuclear periphery  potential Cdc28p substrate	YPR174C	666	666
YPR175W	chrXVI	+	888969	891039	888969	891039	1	888969,	891039,	P24482	Second largest subunit of DNA polymerase II (DNA polymerase epsilon), required for normal yeast chromosomal replication  expression peaks at the G1/S phase boundary  potential Cdc28p substrate	YPR175W	2070	2070
YPR176C	chrXVI	-	891096	892074	891096	892074	1	891096,	892074,	P20133	Beta subunit of Type II geranylgeranyltransferase required for vesicular transport between the endoplasmic reticulum and the Golgi  provides a membrane attachment moiety to Rab-like proteins Ypt1p and Sec4p	BET2	978	978
YPR177C	chrXVI	-	892308	892680	892308	892680	1	892308,	892680,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the 5' end of the essential PRP4 gene encoding a component of the U4/U6-U5 snRNP complex	YPR177C	372	372
YPR178W	chrXVI	+	892327	893725	892327	893725	1	892327,	893725,	P20053	Splicing factor, component of the U4/U6-U5 snRNP complex	PRP4	1398	1398
YPR179C	chrXVI	-	893792	895760	893792	895760	1	893792,	895760,	Q06623	Subunit of a possibly tetrameric trichostatin A-sensitive class II histone deacetylase complex that contains an Hda1p homodimer and an Hda2p-Hda3p heterodimer  required for the activity of the complex  has similarity to Hda2p	HDA3	1968	1968
YPR180W	chrXVI	+	895956	897000	895956	897000	1	895956,	897000,	Q06624	Nuclear protein that acts as a heterodimer with Uba2p to activate Smt3p (SUMO) before its conjugation to proteins (sumoylation), which may play a role in protein targeting  essential for viability	AOS1	1044	1044
YPR181C	chrXVI	-	897356	899663	897356	899663	1	897356,	899663,	P15303	GTPase-activating protein  component of the Sec23p-Sec24p heterodimeric complex of the COPII vesicle coat, involved in ER to Golgi transport and autophagy  stimulates the GDP-bound form of Sar1p	SEC23	2307	2307
YPR182W	chrXVI	+	900189	900450	900189	900450	1	900189,	900450,	P54999	Core Sm protein Sm F  part of heteroheptameric complex (with Smb1p, Smd1p, Smd2p, Smd3p, Sme1p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs  homolog of human Sm F	SMX3	261	261
YPR183W	chrXVI	+	900750	901554	900750	901554	1	900750,	901554,	P14020	Dolichol phosphate mannose (Dol-P-Man) synthase of the ER membrane, catalyzes the formation of Dol-P-Man from Dol-P and GDP-Man  required for glycosyl phosphatidylinositol membrane anchoring, O mannosylation, and protein glycosylation	DPM1	804	804
YPR184W	chrXVI	+	902039	906650	902039	906650	1	902039,	906650,	Q06625	Glycogen debranching enzyme containing glucanotranferase and alpha-1,6-amyloglucosidase activities, required for glycogen degradation  phosphorylated in mitochondria	GDB1	4611	4611
YPR185W	chrXVI	+	907213	909430	907213	909430	1	907213,	909430,	Q06628	Regulatory subunit of the Atg1p signaling complex  stimulates Atg1p kinase activity  required for vesicle formation during autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway  involved in Atg9p, Atg23p, and Atg27p cycling	ATG13	2217	2217
YPR186C	chrXVI	-	909728	911018	909728	911018	1	909728,	911018,	P39933	Transcription factor IIIA (TFIIIA), essential protein with nine C2H2 Zn-fingers, binds the 5S rRNA gene through the zinc finger domain and directs assembly of a multiprotein initiation complex for RNA polymerase III  also binds DNA	PZF1	1290	1290
YPR187W	chrXVI	+	911252	911796	911252	911796	2	911252,911348,	911272,911796,	P20435	RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III  part of central core  similar to bacterial omega subunit	YPR187W	544	544
YPR188C	chrXVI	-	911983	912475	911983	912475	1	911983,	912475,	Q06580	Regulatory light chain for the type II myosin, Myo1p  binds to an IQ motif of Myo1p, localization to the bud neck depends on Myo1p  involved in the disassembly of the Myo1p ring	MLC2	492	492
YPR189W	chrXVI	+	912659	916958	912659	916958	1	912659,	916958,	P17883	Protein involved in exosome mediated 3' to 5' mRNA degradation and translation inhibition of non-poly(A) mRNAs  forms complex with Ski2p and Ski8p  required for repressing propagation of dsRNA viruses	SKI3	4299	4299
YPR191W	chrXVI	+	919376	920483	919376	920483	1	919376,	920483,	P07257	Subunit 2 of the ubiquinol cytochrome-c reductase complex, which is a component of the mitochondrial inner membrane electron transport chain  phosphorylated  transcription is regulated by Hap1p, Hap2p/Hap3p, and heme	QCR2	1107	1107
YPR192W	chrXVI	+	921855	922773	921855	922773	1	921855,	922773,	P53386	Spore-specific water channel that mediates the transport of water across cell membranes, developmentally controlled  may play a role in spore maturation, probably by allowing water outflow, may be involved in freeze tolerance	AQY1	918	918
YPR193C	chrXVI	-	922904	923375	922904	923375	1	922904,	923375,	Q06592	Tetrameric histone acetyltransferase with similarity to Gcn5p, Hat1p, Elp3p, and Hpa3p  acetylates histones H3 and H4 in vitro and exhibits autoacetylation activity	HPA2	471	471
YPR194C	chrXVI	-	924299	926933	924299	926933	1	924299,	926933,	Q06593	Oligopeptide transporter  member of the OPT family, with potential orthologs in S. pombe and C. albicans	OPT2	2634	2634
YPR195C	chrXVI	-	927960	928290	927960	928290	1	927960,	928290,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data	YPR195C	330	330
YPR196W	chrXVI	+	931371	932784	931371	932784	1	931371,	932784,	Q06595	Putative maltose activator	YPR196W	1413	1413
YPR197C	chrXVI	-	933893	934457	933893	934457	1	933893,	934457,	n/a	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data	YPR197C	564	564
YPR198W	chrXVI	+	934029	935661	934029	935661	1	934029,	935661,	P33335	Plasma membrane multidrug transporter of the major facilitator superfamily, acts as an extrusion permease  partial multicopy suppressor of gal11 mutations	SGE1	1632	1632
YPR199C	chrXVI	-	938143	939028	938143	939028	1	938143,	939028,	Q06596	Transcriptional activator of the basic leucine zipper (bZIP) family, required for transcription of genes involved in resistance to arsenic compounds	ARR1	885	885
